network,indeg,meanV
uniform 1-50,50,29.35
uniform 1-50,1,33.17
uniform 1-50,2,30.262
uniform 1-50,3,37.302
uniform 1-50,4,29.664
uniform 1-50,5,30.272
uniform 1-50,6,33.28
uniform 1-50,7,29.714
uniform 1-50,8,30.402
uniform 1-50,9,30.848
uniform 1-50,10,30.246
uniform 1-50,11,30.97
uniform 1-50,12,30.844
uniform 1-50,13,31.546
uniform 1-50,14,30.024
uniform 1-50,15,32.416
uniform 1-50,16,26.85
uniform 1-50,17,27.694
uniform 1-50,18,30.85
uniform 1-50,19,30.622
uniform 1-50,20,30.984
uniform 1-50,21,26.33
uniform 1-50,22,31.162
uniform 1-50,23,31.286
uniform 1-50,24,29.706
uniform 1-50,25,30.746
uniform 1-50,26,30.004
uniform 1-50,27,31.922
uniform 1-50,28,30.972
uniform 1-50,29,29.426
uniform 1-50,30,30.188
uniform 1-50,31,28.19
uniform 1-50,32,28.672
uniform 1-50,33,27.45
uniform 1-50,34,30.798
uniform 1-50,35,29.092
uniform 1-50,36,28.016
uniform 1-50,37,31.504
uniform 1-50,38,26.348
uniform 1-50,39,28.392
uniform 1-50,40,27.628
uniform 1-50,41,28.014
uniform 1-50,42,28.228
uniform 1-50,43,28.106
uniform 1-50,44,24.69
uniform 1-50,45,28.264
uniform 1-50,46,28.206
uniform 1-50,47,26.768
uniform 1-50,48,28.812
uniform 1-50,49,28.732
uniform 1-50,50,28.588
uniform 1-50,1,29.906
uniform 1-50,2,35.048
uniform 1-50,3,31.32
uniform 1-50,4,31.256
uniform 1-50,5,31.008
uniform 1-50,6,32.708
uniform 1-50,7,32.148
uniform 1-50,8,32.03
uniform 1-50,9,33.11
uniform 1-50,10,34.65
uniform 1-50,11,30.084
uniform 1-50,12,32.156
uniform 1-50,13,30.464
uniform 1-50,14,33.194
uniform 1-50,15,30.08
uniform 1-50,16,29.418
uniform 1-50,17,29.128
uniform 1-50,18,31.294
uniform 1-50,19,30.216
uniform 1-50,20,31.114
uniform 1-50,21,29.878
uniform 1-50,22,30.796
uniform 1-50,23,28.9
uniform 1-50,24,29.764
uniform 1-50,25,28.526
uniform 1-50,26,30.71
uniform 1-50,27,31.002
uniform 1-50,28,31.936
uniform 1-50,29,30.138
uniform 1-50,30,28.29
uniform 1-50,31,29.836
uniform 1-50,32,29.456
uniform 1-50,33,29.628
uniform 1-50,34,29.016
uniform 1-50,35,29.706
uniform 1-50,36,32.05
uniform 1-50,37,29.162
uniform 1-50,38,27.668
uniform 1-50,39,29.132
uniform 1-50,40,29.162
uniform 1-50,41,27.26
uniform 1-50,42,28.334
uniform 1-50,43,30.528
uniform 1-50,44,27.122
uniform 1-50,45,28.438
uniform 1-50,46,27.49
uniform 1-50,47,27.268
uniform 1-50,48,29.468
uniform 1-50,49,28.046
uniform 1-50,50,28.244
uniform 1-50,1,30.176
uniform 1-50,2,27.746
uniform 1-50,3,28.406
uniform 1-50,4,35.616
uniform 1-50,5,32.96
uniform 1-50,6,30.11
uniform 1-50,7,32.672
uniform 1-50,8,29.594
uniform 1-50,9,31.96
uniform 1-50,10,30.406
uniform 1-50,11,32.232
uniform 1-50,12,30.22
uniform 1-50,13,29.96
uniform 1-50,14,31.296
uniform 1-50,15,29.776
uniform 1-50,16,28.342
uniform 1-50,17,28.308
uniform 1-50,18,31.538
uniform 1-50,19,29.65
uniform 1-50,20,26.698
uniform 1-50,21,28.412
uniform 1-50,22,29.732
uniform 1-50,23,30.398
uniform 1-50,24,31.422
uniform 1-50,25,25.838
uniform 1-50,26,27.758
uniform 1-50,27,27.312
uniform 1-50,28,27.906
uniform 1-50,29,29.996
uniform 1-50,30,26.862
uniform 1-50,31,30.08
uniform 1-50,32,28.332
uniform 1-50,33,28.018
uniform 1-50,34,29.122
uniform 1-50,35,27.934
uniform 1-50,36,27.762
uniform 1-50,37,26.594
uniform 1-50,38,28.764
uniform 1-50,39,28.338
uniform 1-50,40,27.05
uniform 1-50,41,26.786
uniform 1-50,42,29.774
uniform 1-50,43,28.228
uniform 1-50,44,28.336
uniform 1-50,45,26.798
uniform 1-50,46,27.19
uniform 1-50,47,25.044
uniform 1-50,48,26.49
uniform 1-50,49,26.434
uniform 1-50,50,28.168
uniform 1-50,1,28.426
uniform 1-50,2,29.768
uniform 1-50,3,30.292
uniform 1-50,4,29.032
uniform 1-50,5,29.16
uniform 1-50,6,32.176
uniform 1-50,7,32.616
uniform 1-50,8,33.514
uniform 1-50,9,26.962
uniform 1-50,10,29.68
uniform 1-50,11,27.97
uniform 1-50,12,28.108
uniform 1-50,13,30.65
uniform 1-50,14,27.948
uniform 1-50,15,27.77
uniform 1-50,16,29.86
uniform 1-50,17,31.456
uniform 1-50,18,30.59
uniform 1-50,19,31.048
uniform 1-50,20,30.856
uniform 1-50,21,29.398
uniform 1-50,22,27.944
uniform 1-50,23,27.462
uniform 1-50,24,27.724
uniform 1-50,25,30.626
uniform 1-50,26,30.54
uniform 1-50,27,26.666
uniform 1-50,28,30.374
uniform 1-50,29,28.352
uniform 1-50,30,29.412
uniform 1-50,31,28.266
uniform 1-50,32,30.838
uniform 1-50,33,29.13
uniform 1-50,34,26.484
uniform 1-50,35,27.814
uniform 1-50,36,29.426
uniform 1-50,37,27.256
uniform 1-50,38,31.202
uniform 1-50,39,28.948
uniform 1-50,40,28.49
uniform 1-50,41,29.046
uniform 1-50,42,26.922
uniform 1-50,43,25.846
uniform 1-50,44,26.414
uniform 1-50,45,27.482
uniform 1-50,46,27.356
uniform 1-50,47,27.25
uniform 1-50,48,27.436
uniform 1-50,49,25.896
uniform 1-50,50,26.97
uniform 1-50,1,33.606
uniform 1-50,2,33.802
uniform 1-50,3,30.536
uniform 1-50,4,31.472
uniform 1-50,5,35.782
uniform 1-50,6,29.632
uniform 1-50,7,34.75
uniform 1-50,8,30.458
uniform 1-50,9,31.698
uniform 1-50,10,29.96
uniform 1-50,11,28.934
uniform 1-50,12,31.092
uniform 1-50,13,29.186
uniform 1-50,14,29.912
uniform 1-50,15,30.048
uniform 1-50,16,30.168
uniform 1-50,17,30.17
uniform 1-50,18,30.872
uniform 1-50,19,32.166
uniform 1-50,20,27.73
uniform 1-50,21,30.426
uniform 1-50,22,31.412
uniform 1-50,23,28.838
uniform 1-50,24,29.514
uniform 1-50,25,27.9
uniform 1-50,26,27.818
uniform 1-50,27,29.412
uniform 1-50,28,27.182
uniform 1-50,29,29.936
uniform 1-50,30,29.1
uniform 1-50,31,31.838
uniform 1-50,32,29.184
uniform 1-50,33,26.4
uniform 1-50,34,27.412
uniform 1-50,35,28.354
uniform 1-50,36,29.45
uniform 1-50,37,32.32
uniform 1-50,38,28.958
uniform 1-50,39,29.602
uniform 1-50,40,26.998
uniform 1-50,41,31.588
uniform 1-50,42,29.3
uniform 1-50,43,28.72
uniform 1-50,44,29.06
uniform 1-50,45,27.914
uniform 1-50,46,29.914
uniform 1-50,47,26.172
uniform 1-50,48,30.768
uniform 1-50,49,29.634
uniform 1-50,50,27.858
uniform 1-50,1,30.066
uniform 1-50,2,33.826
uniform 1-50,3,29.332
uniform 1-50,4,29.71
uniform 1-50,5,33.034
uniform 1-50,6,34.682
uniform 1-50,7,32.126
uniform 1-50,8,32.49
uniform 1-50,9,33.352
uniform 1-50,10,32.67
uniform 1-50,11,32.834
uniform 1-50,12,31.606
uniform 1-50,13,29.826
uniform 1-50,14,29.446
uniform 1-50,15,30.71
uniform 1-50,16,29.586
uniform 1-50,17,33.376
uniform 1-50,18,32.28
uniform 1-50,19,30.466
uniform 1-50,20,29.402
uniform 1-50,21,31.836
uniform 1-50,22,29.494
uniform 1-50,23,31.708
uniform 1-50,24,28.828
uniform 1-50,25,27.464
uniform 1-50,26,31.712
uniform 1-50,27,32.76
uniform 1-50,28,31.632
uniform 1-50,29,30.888
uniform 1-50,30,29.972
uniform 1-50,31,28.43
uniform 1-50,32,28.65
uniform 1-50,33,30.188
uniform 1-50,34,33.058
uniform 1-50,35,29.708
uniform 1-50,36,30.168
uniform 1-50,37,28.53
uniform 1-50,38,28.334
uniform 1-50,39,27.72
uniform 1-50,40,29.49
uniform 1-50,41,26.282
uniform 1-50,42,29.93
uniform 1-50,43,27.676
uniform 1-50,44,28.96
uniform 1-50,45,28.264
uniform 1-50,46,27.688
uniform 1-50,47,25.864
uniform 1-50,48,26.81
uniform 1-50,49,28.878
uniform 1-50,50,29.388
uniform 1-50,1,35.678
uniform 1-50,2,30.85
uniform 1-50,3,30.54
uniform 1-50,4,31.604
uniform 1-50,5,29.618
uniform 1-50,6,33.63
uniform 1-50,7,32.718
uniform 1-50,8,32.016
uniform 1-50,9,32.358
uniform 1-50,10,30.46
uniform 1-50,11,32.844
uniform 1-50,12,30.376
uniform 1-50,13,29.906
uniform 1-50,14,33.218
uniform 1-50,15,31.21
uniform 1-50,16,27.904
uniform 1-50,17,29.916
uniform 1-50,18,31.52
uniform 1-50,19,29.194
uniform 1-50,20,30.656
uniform 1-50,21,30.548
uniform 1-50,22,26.984
uniform 1-50,23,30.82
uniform 1-50,24,29.754
uniform 1-50,25,26.758
uniform 1-50,26,29.382
uniform 1-50,27,30.4
uniform 1-50,28,32.128
uniform 1-50,29,28.358
uniform 1-50,30,30.228
uniform 1-50,31,29.97
uniform 1-50,32,30.622
uniform 1-50,33,28.006
uniform 1-50,34,29.274
uniform 1-50,35,31.114
uniform 1-50,36,28.52
uniform 1-50,37,26.886
uniform 1-50,38,27.452
uniform 1-50,39,29.004
uniform 1-50,40,27.522
uniform 1-50,41,28.646
uniform 1-50,42,26.908
uniform 1-50,43,29.406
uniform 1-50,44,27.846
uniform 1-50,45,29.34
uniform 1-50,46,28.032
uniform 1-50,47,29.922
uniform 1-50,48,28.668
uniform 1-50,49,28.924
uniform 1-50,50,27.872
uniform 1-50,1,33.084
uniform 1-50,2,32.472
uniform 1-50,3,33.53
uniform 1-50,4,28.49
uniform 1-50,5,29.986
uniform 1-50,6,29.984
uniform 1-50,7,30.178
uniform 1-50,8,31.34
uniform 1-50,9,32.244
uniform 1-50,10,27.884
uniform 1-50,11,31.086
uniform 1-50,12,29.546
uniform 1-50,13,33.0
uniform 1-50,14,32.846
uniform 1-50,15,30.7
uniform 1-50,16,29.168
uniform 1-50,17,32.114
uniform 1-50,18,31.906
uniform 1-50,19,31.686
uniform 1-50,20,30.474
uniform 1-50,21,33.262
uniform 1-50,22,27.814
uniform 1-50,23,28.824
uniform 1-50,24,28.688
uniform 1-50,25,27.142
uniform 1-50,26,29.15
uniform 1-50,27,28.122
uniform 1-50,28,28.692
uniform 1-50,29,29.8
uniform 1-50,30,31.534
uniform 1-50,31,27.566
uniform 1-50,32,29.94
uniform 1-50,33,27.662
uniform 1-50,34,29.57
uniform 1-50,35,28.964
uniform 1-50,36,28.478
uniform 1-50,37,30.332
uniform 1-50,38,29.454
uniform 1-50,39,30.732
uniform 1-50,40,30.392
uniform 1-50,41,29.914
uniform 1-50,42,28.1
uniform 1-50,43,29.266
uniform 1-50,44,28.856
uniform 1-50,45,28.474
uniform 1-50,46,29.366
uniform 1-50,47,28.96
uniform 1-50,48,26.342
uniform 1-50,49,30.344
uniform 1-50,50,24.97
uniform 1-50,1,30.29
uniform 1-50,2,32.78
uniform 1-50,3,33.83
uniform 1-50,4,33.18
uniform 1-50,5,28.652
uniform 1-50,6,30.578
uniform 1-50,7,31.472
uniform 1-50,8,29.962
uniform 1-50,9,31.672
uniform 1-50,10,27.782
uniform 1-50,11,28.566
uniform 1-50,12,30.826
uniform 1-50,13,29.024
uniform 1-50,14,31.188
uniform 1-50,15,29.724
uniform 1-50,16,30.984
uniform 1-50,17,24.708
uniform 1-50,18,27.622
uniform 1-50,19,30.676
uniform 1-50,20,29.36
uniform 1-50,21,27.422
uniform 1-50,22,26.136
uniform 1-50,23,29.422
uniform 1-50,24,29.394
uniform 1-50,25,28.326
uniform 1-50,26,29.426
uniform 1-50,27,25.698
uniform 1-50,28,27.608
uniform 1-50,29,28.34
uniform 1-50,30,29.594
uniform 1-50,31,28.444
uniform 1-50,32,27.812
uniform 1-50,33,29.308
uniform 1-50,34,30.614
uniform 1-50,35,27.85
uniform 1-50,36,28.088
uniform 1-50,37,28.412
uniform 1-50,38,27.418
uniform 1-50,39,27.412
uniform 1-50,40,27.272
uniform 1-50,41,27.088
uniform 1-50,42,30.062
uniform 1-50,43,25.246
uniform 1-50,44,28.602
uniform 1-50,45,29.162
uniform 1-50,46,28.374
uniform 1-50,47,25.752
uniform 1-50,48,27.438
uniform 1-50,49,25.722
uniform 1-50,50,25.402
uniform 1-50,1,33.872
uniform 1-50,2,31.576
uniform 1-50,3,33.374
uniform 1-50,4,28.732
uniform 1-50,5,29.774
uniform 1-50,6,32.352
uniform 1-50,7,29.716
uniform 1-50,8,32.05
uniform 1-50,9,34.146
uniform 1-50,10,27.76
uniform 1-50,11,29.058
uniform 1-50,12,28.108
uniform 1-50,13,28.998
uniform 1-50,14,31.98
uniform 1-50,15,31.188
uniform 1-50,16,29.726
uniform 1-50,17,31.202
uniform 1-50,18,29.87
uniform 1-50,19,27.982
uniform 1-50,20,29.414
uniform 1-50,21,28.092
uniform 1-50,22,29.192
uniform 1-50,23,29.718
uniform 1-50,24,28.248
uniform 1-50,25,28.024
uniform 1-50,26,27.892
uniform 1-50,27,26.956
uniform 1-50,28,28.87
uniform 1-50,29,27.84
uniform 1-50,30,28.918
uniform 1-50,31,29.862
uniform 1-50,32,28.17
uniform 1-50,33,25.824
uniform 1-50,34,27.514
uniform 1-50,35,28.186
uniform 1-50,36,29.02
uniform 1-50,37,29.07
uniform 1-50,38,31.194
uniform 1-50,39,27.732
uniform 1-50,40,27.78
uniform 1-50,41,25.982
uniform 1-50,42,25.554
uniform 1-50,43,26.728
uniform 1-50,44,26.494
uniform 1-50,45,28.398
uniform 1-50,46,27.014
uniform 1-50,47,26.884
uniform 1-50,48,27.09
uniform 1-50,49,25.712
uniform 1-50,50,28.268
uniform 1-50,1,30.892
uniform 1-50,2,29.39
uniform 1-50,3,29.504
uniform 1-50,4,27.188
uniform 1-50,5,28.75
uniform 1-50,6,30.344
uniform 1-50,7,27.912
uniform 1-50,8,26.998
uniform 1-50,9,30.276
uniform 1-50,10,33.088
uniform 1-50,11,29.376
uniform 1-50,12,29.39
uniform 1-50,13,29.95
uniform 1-50,14,29.81
uniform 1-50,15,28.446
uniform 1-50,16,29.046
uniform 1-50,17,27.824
uniform 1-50,18,26.65
uniform 1-50,19,28.89
uniform 1-50,20,30.024
uniform 1-50,21,31.084
uniform 1-50,22,30.462
uniform 1-50,23,28.26
uniform 1-50,24,28.604
uniform 1-50,25,28.602
uniform 1-50,26,29.028
uniform 1-50,27,27.018
uniform 1-50,28,27.732
uniform 1-50,29,27.286
uniform 1-50,30,26.526
uniform 1-50,31,29.062
uniform 1-50,32,29.648
uniform 1-50,33,28.924
uniform 1-50,34,25.888
uniform 1-50,35,26.474
uniform 1-50,36,29.462
uniform 1-50,37,30.116
uniform 1-50,38,25.972
uniform 1-50,39,27.716
uniform 1-50,40,27.948
uniform 1-50,41,26.794
uniform 1-50,42,31.782
uniform 1-50,43,27.244
uniform 1-50,44,28.696
uniform 1-50,45,25.894
uniform 1-50,46,26.538
uniform 1-50,47,26.822
uniform 1-50,48,26.274
uniform 1-50,49,29.16
uniform 1-50,50,29.26
uniform 1-50,1,31.72
uniform 1-50,2,29.096
uniform 1-50,3,32.818
uniform 1-50,4,30.282
uniform 1-50,5,30.172
uniform 1-50,6,27.696
uniform 1-50,7,30.592
uniform 1-50,8,28.168
uniform 1-50,9,28.414
uniform 1-50,10,29.608
uniform 1-50,11,31.53
uniform 1-50,12,31.734
uniform 1-50,13,30.016
uniform 1-50,14,29.778
uniform 1-50,15,30.664
uniform 1-50,16,30.226
uniform 1-50,17,28.278
uniform 1-50,18,31.682
uniform 1-50,19,27.63
uniform 1-50,20,30.808
uniform 1-50,21,27.742
uniform 1-50,22,28.956
uniform 1-50,23,29.844
uniform 1-50,24,29.958
uniform 1-50,25,28.29
uniform 1-50,26,26.46
uniform 1-50,27,29.99
uniform 1-50,28,26.918
uniform 1-50,29,27.762
uniform 1-50,30,29.02
uniform 1-50,31,27.022
uniform 1-50,32,28.988
uniform 1-50,33,29.66
uniform 1-50,34,27.312
uniform 1-50,35,26.024
uniform 1-50,36,27.742
uniform 1-50,37,27.126
uniform 1-50,38,26.74
uniform 1-50,39,26.86
uniform 1-50,40,29.468
uniform 1-50,41,27.7
uniform 1-50,42,26.27
uniform 1-50,43,28.822
uniform 1-50,44,25.806
uniform 1-50,45,28.49
uniform 1-50,46,27.35
uniform 1-50,47,31.27
uniform 1-50,48,27.834
uniform 1-50,49,30.636
uniform 1-50,50,27.06
uniform 1-100,1,29.202
uniform 1-100,1,31.216
uniform 1-100,2,31.448
uniform 1-100,3,31.702
uniform 1-100,4,33.304
uniform 1-100,5,30.17
uniform 1-100,6,30.596
uniform 1-100,7,27.35
uniform 1-100,8,29.884
uniform 1-100,9,32.11
uniform 1-100,10,31.02
uniform 1-100,11,30.808
uniform 1-100,12,28.574
uniform 1-100,13,33.856
uniform 1-100,14,27.91
uniform 1-100,15,32.058
uniform 1-100,16,29.32
uniform 1-100,17,29.556
uniform 1-100,18,31.118
uniform 1-100,19,33.818
uniform 1-100,20,33.392
uniform 1-100,21,29.56
uniform 1-100,22,30.672
uniform 1-100,23,30.068
uniform 1-100,24,30.57
uniform 1-100,25,28.322
uniform 1-100,26,28.86
uniform 1-100,27,28.892
uniform 1-100,28,29.87
uniform 1-100,29,29.572
uniform 1-100,30,30.136
uniform 1-100,31,30.146
uniform 1-100,32,29.384
uniform 1-100,33,30.042
uniform 1-100,34,28.222
uniform 1-100,35,28.508
uniform 1-100,36,29.644
uniform 1-100,37,30.952
uniform 1-100,38,26.216
uniform 1-100,39,28.52
uniform 1-100,40,26.28
uniform 1-100,41,30.346
uniform 1-100,42,27.23
uniform 1-100,43,27.866
uniform 1-100,44,27.244
uniform 1-100,45,29.544
uniform 1-100,46,28.406
uniform 1-100,47,28.816
uniform 1-100,48,27.79
uniform 1-100,49,26.962
uniform 1-100,50,26.396
uniform 1-100,51,29.918
uniform 1-100,52,27.958
uniform 1-100,53,28.216
uniform 1-100,54,28.866
uniform 1-100,55,27.056
uniform 1-100,56,28.724
uniform 1-100,57,28.498
uniform 1-100,58,27.468
uniform 1-100,59,29.768
uniform 1-100,60,29.074
uniform 1-100,61,30.142
uniform 1-100,62,27.94
uniform 1-100,63,30.14
uniform 1-100,64,27.818
uniform 1-100,65,27.572
uniform 1-100,66,28.556
uniform 1-100,67,28.604
uniform 1-100,68,26.794
uniform 1-100,69,27.37
uniform 1-100,70,27.596
uniform 1-100,71,29.544
uniform 1-100,72,28.138
uniform 1-100,73,28.466
uniform 1-100,74,29.392
uniform 1-100,75,28.894
uniform 1-100,76,29.658
uniform 1-100,77,28.996
uniform 1-100,78,28.658
uniform 1-100,79,30.594
uniform 1-100,80,28.638
uniform 1-100,81,28.206
uniform 1-100,82,27.332
uniform 1-100,83,28.462
uniform 1-100,84,27.156
uniform 1-100,85,27.554
uniform 1-100,86,28.88
uniform 1-100,87,28.282
uniform 1-100,88,29.948
uniform 1-100,89,27.594
uniform 1-100,90,28.092
uniform 1-100,91,27.54
uniform 1-100,92,28.402
uniform 1-100,93,26.44
uniform 1-100,94,28.58
uniform 1-100,95,25.77
uniform 1-100,96,28.49
uniform 1-100,97,30.232
uniform 1-100,98,27.076
uniform 1-100,99,29.89
uniform 1-100,100,26.77
uniform 1-100,1,27.002
uniform 1-100,1,33.274
uniform 1-100,2,31.874
uniform 1-100,3,30.492
uniform 1-100,4,32.818
uniform 1-100,5,33.084
uniform 1-100,6,32.098
uniform 1-100,7,29.554
uniform 1-100,8,32.566
uniform 1-100,9,32.73
uniform 1-100,10,29.716
uniform 1-100,11,31.136
uniform 1-100,12,35.49
uniform 1-100,13,34.556
uniform 1-100,14,30.196
uniform 1-100,15,32.386
uniform 1-100,16,26.896
uniform 1-100,17,31.818
uniform 1-100,18,30.802
uniform 1-100,19,32.276
uniform 1-100,20,28.436
uniform 1-100,21,33.242
uniform 1-100,22,25.862
uniform 1-100,23,30.256
uniform 1-100,24,33.768
uniform 1-100,25,31.15
uniform 1-100,26,31.28
uniform 1-100,27,28.306
uniform 1-100,28,31.336
uniform 1-100,29,28.792
uniform 1-100,30,29.52
uniform 1-100,31,27.762
uniform 1-100,32,27.7
uniform 1-100,33,28.248
uniform 1-100,34,29.434
uniform 1-100,35,30.428
uniform 1-100,36,29.998
uniform 1-100,37,33.862
uniform 1-100,38,28.416
uniform 1-100,39,26.292
uniform 1-100,40,30.612
uniform 1-100,41,29.738
uniform 1-100,42,29.542
uniform 1-100,43,30.354
uniform 1-100,44,29.05
uniform 1-100,45,27.448
uniform 1-100,46,28.662
uniform 1-100,47,31.36
uniform 1-100,48,26.804
uniform 1-100,49,29.44
uniform 1-100,50,23.664
uniform 1-100,51,28.612
uniform 1-100,52,27.254
uniform 1-100,53,28.588
uniform 1-100,54,28.224
uniform 1-100,55,28.298
uniform 1-100,56,26.006
uniform 1-100,57,29.116
uniform 1-100,58,26.734
uniform 1-100,59,29.072
uniform 1-100,60,26.478
uniform 1-100,61,26.618
uniform 1-100,62,25.532
uniform 1-100,63,28.918
uniform 1-100,64,30.336
uniform 1-100,65,29.54
uniform 1-100,66,26.546
uniform 1-100,67,26.602
uniform 1-100,68,29.326
uniform 1-100,69,28.722
uniform 1-100,70,27.668
uniform 1-100,71,30.768
uniform 1-100,72,28.858
uniform 1-100,73,28.43
uniform 1-100,74,27.848
uniform 1-100,75,27.148
uniform 1-100,76,26.87
uniform 1-100,77,26.978
uniform 1-100,78,25.402
uniform 1-100,79,29.454
uniform 1-100,80,27.78
uniform 1-100,81,27.448
uniform 1-100,82,29.706
uniform 1-100,83,28.024
uniform 1-100,84,28.95
uniform 1-100,85,27.644
uniform 1-100,86,29.258
uniform 1-100,87,28.624
uniform 1-100,88,29.048
uniform 1-100,89,26.352
uniform 1-100,90,25.168
uniform 1-100,91,26.218
uniform 1-100,92,27.92
uniform 1-100,93,24.14
uniform 1-100,94,28.398
uniform 1-100,95,27.826
uniform 1-100,96,25.548
uniform 1-100,97,29.21
uniform 1-100,98,27.804
uniform 1-100,99,25.598
uniform 1-100,100,25.452
uniform 1-100,1,32.572
uniform 1-100,1,32.33
uniform 1-100,2,33.522
uniform 1-100,3,30.086
uniform 1-100,4,31.306
uniform 1-100,5,35.7
uniform 1-100,6,30.802
uniform 1-100,7,31.56
uniform 1-100,8,32.932
uniform 1-100,9,36.306
uniform 1-100,10,33.92
uniform 1-100,11,31.676
uniform 1-100,12,32.85
uniform 1-100,13,35.664
uniform 1-100,14,30.0
uniform 1-100,15,33.158
uniform 1-100,16,28.968
uniform 1-100,17,28.62
uniform 1-100,18,31.854
uniform 1-100,19,28.56
uniform 1-100,20,30.97
uniform 1-100,21,32.722
uniform 1-100,22,29.06
uniform 1-100,23,33.482
uniform 1-100,24,30.228
uniform 1-100,25,29.564
uniform 1-100,26,28.04
uniform 1-100,27,32.336
uniform 1-100,28,31.414
uniform 1-100,29,31.018
uniform 1-100,30,29.514
uniform 1-100,31,28.25
uniform 1-100,32,28.972
uniform 1-100,33,30.366
uniform 1-100,34,28.864
uniform 1-100,35,29.204
uniform 1-100,36,28.17
uniform 1-100,37,26.452
uniform 1-100,38,29.894
uniform 1-100,39,27.75
uniform 1-100,40,28.08
uniform 1-100,41,27.832
uniform 1-100,42,31.058
uniform 1-100,43,28.622
uniform 1-100,44,33.33
uniform 1-100,45,31.502
uniform 1-100,46,29.61
uniform 1-100,47,29.27
uniform 1-100,48,31.222
uniform 1-100,49,30.802
uniform 1-100,50,30.032
uniform 1-100,51,27.424
uniform 1-100,52,26.784
uniform 1-100,53,29.41
uniform 1-100,54,32.128
uniform 1-100,55,31.212
uniform 1-100,56,27.386
uniform 1-100,57,28.906
uniform 1-100,58,30.242
uniform 1-100,59,28.882
uniform 1-100,60,29.644
uniform 1-100,61,30.452
uniform 1-100,62,28.028
uniform 1-100,63,29.22
uniform 1-100,64,27.83
uniform 1-100,65,30.59
uniform 1-100,66,27.74
uniform 1-100,67,29.27
uniform 1-100,68,28.894
uniform 1-100,69,30.84
uniform 1-100,70,29.482
uniform 1-100,71,24.882
uniform 1-100,72,27.286
uniform 1-100,73,29.606
uniform 1-100,74,28.684
uniform 1-100,75,28.606
uniform 1-100,76,29.728
uniform 1-100,77,29.296
uniform 1-100,78,28.876
uniform 1-100,79,29.808
uniform 1-100,80,25.894
uniform 1-100,81,29.198
uniform 1-100,82,27.564
uniform 1-100,83,27.48
uniform 1-100,84,26.708
uniform 1-100,85,27.078
uniform 1-100,86,26.15
