topo,seed,agent,indeg,meanV
Random,43,9,0,33.044
Random,43,10,3,33.016
Random,43,11,3,30.616
Random,43,12,2,32.382
Random,43,13,2,31.692
Random,43,14,3,33.764
Random,43,15,2,31.638
Random,43,16,6,32.114
Random,43,17,6,31.064
Random,43,18,3,30.89
Random,43,19,2,31.452
Random,43,20,3,32.444
Random,43,21,7,32.678
Random,43,22,6,31.172
Random,43,23,1,33.072
Random,43,24,2,34.54
Random,43,25,7,32.312
Random,43,26,1,29.524
Random,43,27,2,33.458
Random,43,28,5,32.928
Random,43,29,5,32.436
Random,43,30,3,31.604
Random,43,31,7,31.614
Random,43,32,4,29.186
Random,43,33,6,31.158
Random,43,34,5,31.67
Random,43,35,4,33.27
Random,43,36,0,35.618
Random,43,37,4,30.674
Random,43,38,7,32.418
Random,43,39,7,31.79
Random,43,40,3,32.21
Random,43,41,2,33.036
Random,43,42,6,30.652
Random,43,43,5,31.962
Random,43,44,3,34.088
Random,43,45,3,34.34
Random,43,46,1,29.964
Random,43,47,5,32.418
Random,43,48,2,33.162
Random,43,49,2,30.878
Random,43,50,6,32.306
Random,43,51,7,32.348
Random,43,52,8,31.774
Random,43,53,6,31.858
Random,43,54,5,31.372
Random,43,55,4,30.362
Random,43,56,2,33.49
Random,43,57,4,31.082
Random,43,58,1,30.514
Random,43,59,5,30.598
Random,43,60,5,32.37
Random,43,61,4,31.146
Random,43,62,4,31.636
Random,43,63,7,31.554
Random,43,64,8,32.106
Random,43,65,5,30.62
Random,43,66,4,32.102
Random,43,67,2,33.512
Random,43,68,3,31.454
Random,43,69,2,31.63
Random,43,70,3,33.024
Random,43,71,6,31.63
Random,43,72,0,34.878
Random,43,73,3,33.032
Random,43,74,3,32.564
Random,43,75,1,33.068
Random,43,76,6,31.116
Random,43,77,2,32.364
Random,43,78,4,32.864
Random,43,79,2,33.812
Random,44,0,7,30.01
Random,44,1,2,30.662
Random,44,2,2,30.0
Random,44,3,1,30.862
Random,44,4,7,28.004
Random,44,5,6,29.34
Random,44,6,9,30.116
Random,44,7,2,30.618
Random,44,8,3,30.742
Random,44,9,4,28.652
Random,44,10,6,28.788
Random,44,11,4,29.552
Random,44,12,1,29.73
Random,44,13,5,29.662
Random,44,14,1,31.634
Random,44,15,4,30.54
Random,44,16,5,31.286
Random,44,17,2,33.13
Random,44,18,7,29.114
Random,44,19,3,29.138
Random,44,20,3,30.848
Random,44,21,6,29.928
Random,44,22,2,30.286
Random,44,23,3,30.322
Random,44,24,5,28.926
Random,44,25,4,29.43
Random,44,26,2,30.26
Random,44,27,4,29.166
Random,44,28,5,28.7
Random,44,29,4,29.702
Random,44,30,6,31.276
Random,44,31,2,31.584
Random,44,32,1,32.654
Random,44,33,2,30.398
Random,44,34,2,29.018
Random,44,35,9,29.074
Random,44,36,4,28.436
Random,44,37,5,29.412
Random,44,38,2,32.442
Random,44,39,6,31.302
Random,44,40,6,28.664
Random,44,41,2,30.454
Random,44,42,4,30.118
Random,44,43,5,30.046
Random,44,44,3,28.67
Random,44,45,4,29.6
Random,44,46,4,29.388
Random,44,47,6,28.248
Random,44,48,3,31.922
Random,44,49,5,30.204
Random,44,50,5,27.762
Random,44,51,5,28.912
Random,44,52,3,29.35
Random,44,53,1,31.802
Random,44,54,4,28.22
Random,44,55,8,30.666
Random,44,56,9,29.684
Random,44,57,3,30.316
Random,44,58,3,29.736
Random,44,59,1,29.338
Random,44,60,3,30.504
Random,44,61,5,28.702
Random,44,62,5,28.262
Random,44,63,7,29.018
Random,44,64,4,30.784
Random,44,65,4,29.316
Random,44,66,6,29.466
Random,44,67,0,38.568
Random,44,68,7,29.866
Random,44,69,8,30.12
Random,44,70,5,28.328
Random,44,71,6,29.698
Random,44,72,1,30.274
Random,44,73,5,30.21
Random,44,74,4,29.45
Random,44,75,5,30.646
Random,44,76,6,30.974
Random,44,77,3,29.72
Random,44,78,2,29.83
Random,44,79,1,33.164
Random,45,0,3,30.924
Random,45,1,2,31.516
Random,45,2,6,29.682
Random,45,3,3,32.234
Random,45,4,8,29.902
Random,45,5,5,29.038
Random,45,6,4,33.772
Random,45,7,2,32.422
Random,45,8,2,30.266
Random,45,9,3,29.566
Random,45,10,2,32.338
Random,45,11,3,29.774
Random,45,12,6,31.284
Random,45,13,2,32.224
Random,45,14,4,30.144
Random,45,15,6,30.474
Random,45,16,6,32.292
Random,45,17,3,31.644
Random,45,18,2,33.54
Random,45,19,6,30.594
Random,45,20,4,31.774
Random,45,21,7,30.236
Random,45,22,5,31.136
Random,45,23,5,29.772
Random,45,24,5,28.444
Random,45,25,5,30.366
Random,45,26,8,30.264
Random,45,27,2,32.03
Random,45,28,3,31.338
Random,45,29,4,31.076
Random,45,30,6,31.444
Random,45,31,3,30.732
Random,45,32,4,31.248
Random,45,33,5,30.228
Random,45,34,3,31.81
Random,45,35,5,30.514
Random,45,36,3,30.064
Random,45,37,4,31.404
Random,45,38,3,31.684
Random,45,39,4,30.896
Random,45,40,5,31.836
Random,45,41,3,31.71
Random,45,42,5,31.816
Random,45,43,7,31.976
Random,45,44,6,30.566
Random,45,45,4,28.37
Random,45,46,2,31.75
Random,45,47,5,30.54
Random,45,48,4,30.772
Random,45,49,4,29.99
Random,45,50,5,29.64
Random,45,51,6,30.674
Random,45,52,3,29.646
Random,45,53,5,30.948
Random,45,54,3,32.394
Random,45,55,5,30.758
Random,45,56,4,32.86
Random,45,57,6,30.406
Random,45,58,5,31.508
Random,45,59,3,29.8
Random,45,60,3,30.742
Random,45,61,5,30.956
Random,45,62,3,31.85
Random,45,63,4,29.692
Random,45,64,1,31.306
Random,45,65,5,31.502
Random,45,66,1,32.1
Random,45,67,5,31.164
Random,45,68,5,28.516
Random,45,69,1,32.45
Random,45,70,6,30.844
Random,45,71,4,30.974
Random,45,72,5,30.304
Random,45,73,2,32.562
Random,45,74,4,30.512
Random,45,75,6,28.824
Random,45,76,1,33.356
Random,45,77,3,32.726
Random,45,78,3,32.714
Random,45,79,2,32.186
Random,46,0,5,31.914
Random,46,1,2,28.716
Random,46,2,7,31.072
Random,46,3,2,30.528
Random,46,4,6,28.948
Random,46,5,8,30.516
Random,46,6,3,30.492
Random,46,7,2,29.352
Random,46,8,6,26.858
Random,46,9,2,29.152
Random,46,10,4,28.514
Random,46,11,3,30.516
Random,46,12,5,27.436
Random,46,13,4,30.83
Random,46,14,3,31.166
Random,46,15,4,31.592
Random,46,16,2,28.926
Random,46,17,4,28.086
Random,46,18,5,29.124
Random,46,19,7,29.654
Random,46,20,6,30.742
Random,46,21,4,29.264
Random,46,22,7,28.624
Random,46,23,3,30.044
Random,46,24,2,29.82
Random,46,25,1,32.612
Random,46,26,5,27.92
Random,46,27,5,29.952
Random,46,28,4,29.278
Random,46,29,2,29.766
Random,46,30,1,27.836
Random,46,31,2,28.8
Random,46,32,6,28.624
Random,46,33,4,31.264
Random,46,34,5,29.044
Random,46,35,5,30.322
Random,46,36,4,30.266
Random,46,37,4,28.722
Random,46,38,4,30.434
Random,46,39,4,30.98
Random,46,40,4,30.468
Random,46,41,0,35.582
Random,46,42,2,30.46
Random,46,43,3,30.1
Random,46,44,3,31.382
Random,46,45,5,30.208
Random,46,46,1,33.848
Random,46,47,6,31.244
Random,46,48,0,34.112
Random,46,49,3,31.618
Random,46,50,6,28.296
Random,46,51,3,31.502
Random,46,52,6,29.478
Random,46,53,2,26.284
Random,46,54,1,29.506
Random,46,55,4,26.852
Random,46,56,0,33.534
Random,46,57,3,30.896
Random,46,58,3,30.422
Random,46,59,4,30.516
Random,46,60,6,31.474
Random,46,61,6,29.546
Random,46,62,4,29.59
Random,46,63,5,28.418
Random,46,64,2,25.94
Random,46,65,4,31.95
Random,46,66,3,30.662
Random,46,67,5,27.748
Random,46,68,3,27.466
Random,46,69,7,29.236
Random,46,70,7,28.986
Random,46,71,2,28.416
Random,46,72,0,37.876
Random,46,73,3,29.14
Random,46,74,1,30.634
Random,46,75,3,30.578
Random,46,76,5,31.646
Random,46,77,4,31.986
Random,46,78,4,28.954
Random,46,79,2,29.188
Random,47,0,4,32.968
Random,47,1,3,28.482
Random,47,2,7,30.866
Random,47,3,3,32.046
Random,47,4,7,30.364
Random,47,5,3,31.64
Random,47,6,2,27.892
Random,47,7,4,30.888
Random,47,8,6,30.94
Random,47,9,4,31.502
Random,47,10,7,30.61
Random,47,11,8,30.594
Random,47,12,2,30.18
Random,47,13,2,30.844
Random,47,14,2,31.796
Random,47,15,3,34.58
Random,47,16,3,30.34
Random,47,17,4,31.442
Random,47,18,3,31.754
Random,47,19,6,31.546
Random,47,20,3,30.472
Random,47,21,5,31.152
Random,47,22,6,32.074
Random,47,23,5,28.95
Random,47,24,3,31.808
Random,47,25,6,31.518
Random,47,26,3,32.29
Random,47,27,6,30.848
Random,47,28,4,30.042
Random,47,29,0,32.646
Random,47,30,7,29.97
Random,47,31,3,30.158
Random,47,32,6,30.868
Random,47,33,4,31.872
Random,47,34,1,32.49
Random,47,35,5,30.444
Random,47,36,4,31.992
Random,47,37,1,34.668
Random,47,38,5,31.808
Random,47,39,3,31.348
Random,47,40,2,30.994
Random,47,41,4,30.936
Random,47,42,3,32.084
Random,47,43,2,30.176
Random,47,44,6,30.736
Random,47,45,1,33.396
Random,47,46,6,29.318
Random,47,47,1,32.982
Random,47,48,9,30.664
Random,47,49,4,31.476
Random,47,50,4,32.78
Random,47,51,5,29.636
Random,47,52,3,29.854
Random,47,53,3,30.894
Random,47,54,2,32.17
Random,47,55,6,29.536
Random,47,56,2,27.902
Random,47,57,5,30.874
Random,47,58,3,31.308
Random,47,59,1,31.506
Random,47,60,2,31.6
Random,47,61,9,30.768
Random,47,62,4,31.068
Random,47,63,4,30.23
Random,47,64,4,31.77
Random,47,65,3,30.74
Random,47,66,5,31.72
Random,47,67,3,30.77
Random,47,68,4,31.934
Random,47,69,2,31.478
Random,47,70,3,33.214
Random,47,71,3,32.174
Random,47,72,7,32.042
Random,47,73,2,31.056
Random,47,74,3,31.832
Random,47,75,2,28.666
Random,47,76,6,29.574
Random,47,77,3,30.88
Random,47,78,3,29.136
Random,47,79,4,31.308
Random,48,0,4,29.926
Random,48,1,2,29.062
Random,48,2,3,28.426
Random,48,3,4,28.604
Random,48,4,1,28.968
Random,48,5,3,30.812
Random,48,6,1,29.084
Random,48,7,3,29.496
Random,48,8,3,28.214
Random,48,9,3,28.098
Random,48,10,3,30.398
Random,48,11,5,29.464
Random,48,12,2,29.95
Random,48,13,4,29.564
Random,48,14,5,29.508
Random,48,15,3,29.842
Random,48,16,2,29.214
Random,48,17,6,29.062
Random,48,18,5,30.532
Random,48,19,5,27.688
Random,48,20,2,30.608
Random,48,21,1,32.852
Random,48,22,6,28.574
Random,48,23,5,29.458
Random,48,24,5,27.908
Random,48,25,2,32.502
Random,48,26,2,30.422
Random,48,27,2,29.548
Random,48,28,1,33.558
Random,48,29,5,28.908
Random,48,30,1,32.226
Random,48,31,6,28.586
Random,48,32,4,29.542
Random,48,33,4,29.89
Random,48,34,5,29.508
Random,48,35,3,29.23
Random,48,36,5,28.344
Random,48,37,5,28.07
Random,48,38,2,30.776
Random,48,39,1,30.09
Random,48,40,4,30.274
Random,48,41,4,29.734
Random,48,42,7,28.282
Random,48,43,2,28.724
Random,48,44,1,30.88
Random,48,45,4,30.116
Random,48,46,1,30.61
Random,48,47,4,29.742
Random,48,48,4,29.308
Random,48,49,3,29.808
Random,48,50,4,29.636
Random,48,51,2,31.722
Random,48,52,1,28.53
Random,48,53,1,32.076
Random,48,54,5,29.926
Random,48,55,2,28.596
Random,48,56,4,27.966
Random,48,57,3,29.964
Random,48,58,0,35.066
Random,48,59,4,28.12
Random,48,60,4,28.484
Random,48,61,6,29.086
Random,48,62,2,30.726
Random,48,63,4,29.032
Random,48,64,4,28.936
Random,48,65,1,33.886
Random,48,66,9,28.552
Random,48,67,5,30.486
Random,48,68,7,30.062
Random,48,69,6,28.076
Random,48,70,3,29.012
Random,48,71,3,28.31
Random,48,72,2,29.88
Random,48,73,5,30.67
Random,48,74,6,29.358
Random,48,75,4,30.602
Random,48,76,1,30.848
Random,48,77,4,29.77
Random,48,78,2,30.026
Random,48,79,5,29.382
Random,49,0,2,29.07
Random,49,1,3,30.112
Random,49,2,2,28.958
Random,49,3,6,29.03
Random,49,4,5,28.202
Random,49,5,2,29.212
Random,49,6,6,29.316
Random,49,7,6,28.526
Random,49,8,5,28.674
Random,49,9,5,30.812
Random,49,10,2,30.948
Random,49,11,2,29.642
Random,49,12,6,27.132
Random,49,13,2,27.988
Random,49,14,3,29.3
Random,49,15,4,29.288
Random,49,16,3,30.804
Random,49,17,4,28.71
Random,49,18,3,30.09
Random,49,19,3,29.552
Random,49,20,3,32.646
Random,49,21,6,28.02
Random,49,22,5,27.176
Random,49,23,5,27.72
Random,49,24,2,29.322
Random,49,25,4,26.302
Random,49,26,8,27.968
Random,49,27,5,29.688
Random,49,28,4,28.702
Random,49,29,3,27.876
Random,49,30,3,29.532
Random,49,31,2,29.458
Random,49,32,3,27.43
Random,49,33,5,28.548
Random,49,34,4,27.41
Random,49,35,1,30.85
Random,49,36,6,29.232
Random,49,37,2,29.864
Random,49,38,3,31.776
Random,49,39,7,27.572
Random,49,40,3,28.108
Random,49,41,1,31.046
Random,49,42,3,27.878
Random,49,43,8,27.994
Random,49,44,2,30.326
Random,49,45,5,28.832
Random,49,46,1,31.424
Random,49,47,5,27.978
Random,49,48,4,28.21
Random,49,49,4,27.79
Random,49,50,3,28.608
Random,49,51,4,27.854
Random,49,52,5,28.04
Random,49,53,1,28.938
Random,49,54,1,31.612
Random,49,55,4,28.364
Random,49,56,1,28.84
Random,49,57,4,29.224
Random,49,58,5,28.77
Random,49,59,5,28.826
Random,49,60,3,29.592
Random,49,61,5,27.776
Random,49,62,0,32.138
Random,49,63,8,27.924
Random,49,64,4,28.262
Random,49,65,5,28.65
Random,49,66,7,28.596
Random,49,67,5,28.192
Random,49,68,3,30.514
Random,49,69,6,28.396
Random,49,70,0,30.824
Random,49,71,5,28.244
Random,49,72,3,29.054
Random,49,73,5,28.75
Random,49,74,5,28.916
Random,49,75,6,28.004
Random,49,76,4,29.862
Random,49,77,3,28.43
Random,49,78,5,29.22
Random,49,79,2,31.138
Random,50,0,3,30.396
Random,50,1,7,30.306
Random,50,2,2,32.36
Random,50,3,2,30.632
Random,50,4,5,30.152
Random,50,5,4,28.954
Random,50,6,4,28.154
Random,50,7,6,30.71
Random,50,8,4,30.266
Random,50,9,7,29.678
Random,50,10,3,29.812
Random,50,11,2,30.97
Random,50,12,4,32.328
Random,50,13,6,28.75
Random,50,14,10,30.002
Random,50,15,1,31.006
Random,50,16,3,30.024
Random,50,17,4,32.502
Random,50,18,2,29.77
Random,50,19,6,29.158
Random,50,20,4,30.846
Random,50,21,7,28.294
Random,50,22,0,37.792
Random,50,23,8,29.924
Random,50,24,5,29.926
Random,50,25,2,28.872
Random,50,26,2,30.78
Random,50,27,2,34.888
Random,50,28,2,30.752
Random,50,29,7,29.3
Random,50,30,1,31.684
Random,50,31,6,30.662
Random,50,32,4,29.764
Random,50,33,3,32.02
Random,50,34,2,31.616
Random,50,35,5,29.742
Random,50,36,4,30.41
Random,50,37,1,33.402
Random,50,38,7,31.228
Random,50,39,5,29.71
Random,50,40,4,29.628
Random,50,41,6,30.664
Random,50,42,11,29.204
Random,50,43,0,33.33
Random,50,44,5,30.07
Random,50,45,3,30.71
Random,50,46,3,33.5
Random,50,47,5,29.226
Random,50,48,4,29.204
Random,50,49,4,30.012
Random,50,50,2,29.998
Random,50,51,6,28.1
Random,50,52,2,31.784
Random,50,53,5,30.316
Random,50,54,4,28.51
Random,50,55,5,30.284
Random,50,56,5,31.688
Random,50,57,3,30.124
Random,50,58,0,34.004
Random,50,59,4,29.24
Random,50,60,4,31.602
Random,50,61,5,30.108
Random,50,62,2,30.518
Random,50,63,3,29.022
Random,50,64,1,33.256
Random,50,65,2,32.174
Random,50,66,5,32.05
Random,50,67,1,29.712
Random,50,68,2,30.784
Random,50,69,3,28.824
Random,50,70,2,30.028
Random,50,71,2,30.648
Random,50,72,8,29.362
Random,50,73,3,29.684
Random,50,74,5,30.092
Random,50,75,5,31.74
Random,50,76,2,30.394
Random,50,77,9,29.248
Random,50,78,6,31.446
Random,50,79,5,29.9
Random,51,0,3,28.29
Random,51,1,5,28.57
Random,51,2,3,30.788
Random,51,3,4,29.624
Random,51,4,2,30.766
Random,51,5,5,30.312
Random,51,6,3,30.308
Random,51,7,4,29.204
Random,51,8,3,30.022
Random,51,9,4,30.264
Random,51,10,1,28.476
Random,51,11,3,28.542
Random,51,12,3,29.046
Random,51,13,2,30.93
Random,51,14,3,29.676
Random,51,15,5,30.448
Random,51,16,4,29.388
Random,51,17,3,29.74
Random,51,18,5,29.878
Random,51,19,6,27.598
Random,51,20,2,30.608
Random,51,21,8,29.16
Random,51,22,4,29.736
Random,51,23,5,29.214
Random,51,24,4,28.794
Random,51,25,6,29.398
Random,51,26,3,31.116
Random,51,27,6,28.372
Random,51,28,4,30.386
Random,51,29,3,29.72
Random,51,30,2,29.92
Random,51,31,3,30.146
Random,51,32,4,30.29
Random,51,33,6,29.978
Random,51,34,1,29.774
Random,51,35,2,32.144
Random,51,36,3,29.436
Random,51,37,4,29.27
Random,51,38,5,29.132
Random,51,39,5,28.6
Random,51,40,8,29.526
Random,51,41,1,31.084
Random,51,42,2,31.198
Random,51,43,3,28.292
Random,51,44,5,28.052
Random,51,45,1,32.158
Random,51,46,3,29.254
Random,51,47,6,29.706
Random,51,48,1,31.982
Random,51,49,7,29.206
Random,51,50,2,28.182
Random,51,51,5,28.538
Random,51,52,4,30.188
Random,51,53,3,30.27
Random,51,54,7,30.056
Random,51,55,4,29.912
Random,51,56,5,29.862
Random,51,57,4,27.33
Random,51,58,2,31.332
Random,51,59,6,30.08
Random,51,60,3,28.706
Random,51,61,3,28.79
Random,51,62,6,27.946
Random,51,63,6,31.034
Random,51,64,2,30.132
Random,51,65,3,30.978
Random,51,66,3,28.966
Random,51,67,4,30.982
Random,51,68,4,30.126
Random,51,69,3,32.886
Random,51,70,4,30.282
Random,51,71,5,29.68
Random,51,72,1,31.106
Random,51,73,8,29.416
Random,51,74,6,27.948
Random,51,75,5,29.514
Random,51,76,6,29.882
Random,51,77,3,30.648
Random,51,78,5,29.164
Random,51,79,5,28.666
Small World,42,0,4,29.748
Small World,42,1,5,27.982
Small World,42,2,5,28.938
Small World,42,3,6,30.614
Small World,42,4,6,27.634
Small World,42,5,2,29.358
Small World,42,6,4,30.734
Small World,42,7,4,30.156
Small World,42,8,3,30.066
Small World,42,9,3,30.398
Small World,42,10,5,31.246
Small World,42,11,7,30.25
Small World,42,12,4,28.9
Small World,42,13,3,29.612
Small World,42,14,3,31.284
Small World,42,15,2,29.03
Small World,42,16,6,29.708
Small World,42,17,5,28.634
Small World,42,18,3,29.136
Small World,42,19,4,30.466
Small World,42,20,5,30.2
Small World,42,21,4,28.916
Small World,42,22,3,30.674
Small World,42,23,4,30.62
Small World,42,24,4,29.468
Small World,42,25,5,29.996
Small World,42,26,3,29.744
Small World,42,27,2,28.846
Small World,42,28,4,30.332
Small World,42,29,6,28.442
Small World,42,30,5,29.65
Small World,42,31,2,28.922
Small World,42,32,4,30.104
Small World,42,33,3,29.274
Small World,42,34,5,28.072
Small World,42,35,4,29.704
Small World,42,36,5,31.242
Small World,42,37,4,30.12
Small World,42,38,5,29.918
Small World,42,39,2,30.95
Small World,42,40,5,31.252
Small World,42,41,1,30.318
Small World,42,42,4,30.114
Small World,42,43,5,29.042
Small World,42,44,3,29.024
Small World,42,45,5,29.252
Small World,42,46,4,29.97
Small World,42,47,5,29.514
Small World,42,48,3,30.31
Small World,42,49,4,28.918
Small World,42,50,5,28.002
Small World,42,51,6,30.158
Small World,42,52,4,27.778
Small World,42,53,3,29.708
Small World,42,54,2,29.968
Small World,42,55,6,27.156
Small World,42,56,2,30.216
Small World,42,57,4,28.53
Small World,42,58,6,29.296
Small World,42,59,4,30.114
Small World,42,60,4,28.756
Small World,42,61,3,26.354
Small World,42,62,6,29.092
Small World,42,63,1,29.948
Small World,42,64,4,26.884
Small World,42,65,6,29.942
Small World,42,66,5,29.096
Small World,42,67,4,28.538
Small World,42,68,3,29.296
Small World,42,69,4,27.688
Small World,42,70,4,28.976
Small World,42,71,1,29.78
Small World,42,72,4,28.906
Small World,42,73,6,27.988
Small World,42,74,5,28.73
Small World,42,75,2,31.738
Small World,42,76,4,29.302
Small World,42,77,2,30.008
Small World,42,78,2,29.332
Small World,42,79,6,29.0
Small World,43,0,3,29.858
Small World,43,1,3,30.7
Small World,43,2,6,32.722
Small World,43,3,3,30.58
Small World,43,4,4,32.4
Small World,43,5,3,30.454
Small World,43,6,4,31.77
Small World,43,7,2,31.472
Small World,43,8,7,29.876
Small World,43,9,2,31.048
Small World,43,10,1,32.098
Small World,43,11,7,32.374
Small World,43,12,3,31.39
Small World,43,13,3,31.5
Small World,43,14,6,31.252
Small World,43,15,6,31.854
Small World,43,16,3,32.256
Small World,43,17,5,32.67
Small World,43,18,7,29.32
Small World,43,19,2,35.348
Small World,43,20,5,31.918
Small World,43,21,3,31.742
Small World,43,22,2,30.732
Small World,43,23,3,28.774
Small World,43,24,5,30.822
Small World,43,25,5,29.848
Small World,43,26,7,30.488
Small World,43,27,1,32.04
Small World,43,28,6,30.684
Small World,43,29,3,31.072
Small World,43,30,3,29.57
Small World,43,31,5,31.558
Small World,43,32,3,30.91
Small World,43,33,5,29.998
Small World,43,34,0,36.382
Small World,43,35,4,31.132
Small World,43,36,5,32.482
Small World,43,37,7,31.234
Small World,43,38,1,32.86
Small World,43,39,3,32.73
Small World,43,40,4,31.774
Small World,43,41,6,28.58
Small World,43,42,6,28.452
Small World,43,43,2,31.33
Small World,43,44,4,30.838
Small World,43,45,6,30.07
Small World,43,46,5,32.064
Small World,43,47,5,32.162
Small World,43,48,5,29.432
Small World,43,49,4,31.372
Small World,43,50,6,31.898
Small World,43,51,2,31.198
Small World,43,52,4,31.632
Small World,43,53,2,31.348
Small World,43,54,2,29.464
Small World,43,55,5,31.008
Small World,43,56,6,30.48
Small World,43,57,7,30.17
Small World,43,58,7,29.334
Small World,43,59,3,30.068
Small World,43,60,4,32.484
Small World,43,61,2,31.51
Small World,43,62,5,32.208
Small World,43,63,1,32.18
Small World,43,64,4,29.724
Small World,43,65,5,31.674
Small World,43,66,5,29.348
Small World,43,67,4,30.434
Small World,43,68,3,30.526
Small World,43,69,4,31.572
Small World,43,70,2,30.782
Small World,43,71,4,29.986
Small World,43,72,5,29.322
Small World,43,73,2,30.72
Small World,43,74,7,30.416
Small World,43,75,5,32.652
Small World,43,76,2,32.276
Small World,43,77,4,31.848
Small World,43,78,2,33.326
Small World,43,79,3,30.824
Small World,44,0,3,30.84
Small World,44,1,5,29.432
Small World,44,2,4,27.752
Small World,44,3,4,30.042
Small World,44,4,2,30.45
Small World,44,5,3,29.804
Small World,44,6,3,30.536
Small World,44,7,5,29.222
Small World,44,8,5,30.72
Small World,44,9,4,28.02
Small World,44,10,4,28.78
Small World,44,11,5,28.62
Small World,44,12,3,28.836
Small World,44,13,4,29.144
Small World,44,14,0,32.068
Small World,44,15,5,28.932
Small World,44,16,2,30.484
Small World,44,17,6,29.306
Small World,44,18,5,29.078
Small World,44,19,5,29.026
Small World,44,20,4,28.458
Small World,44,21,2,29.118
Small World,44,22,4,29.576
Small World,44,23,5,29.312
Small World,44,24,4,29.522
Small World,44,25,5,27.872
Small World,44,26,1,31.0
Small World,44,27,4,29.786
Small World,44,28,4,29.05
Small World,44,29,2,32.634
Small World,44,30,5,30.534
Small World,44,31,5,31.29
Small World,44,32,5,30.406
Small World,44,33,5,31.292
Small World,44,34,3,29.72
Small World,44,35,3,28.112
Small World,44,36,1,33.872
Small World,44,37,6,29.97
Small World,44,38,1,31.738
Small World,44,39,7,30.052
Small World,44,40,5,27.86
Small World,44,41,6,29.154
Small World,44,42,6,29.172
Small World,44,43,2,33.864
Small World,44,44,5,28.696
Small World,44,45,3,30.644
Small World,44,46,5,29.04
Small World,44,47,4,29.204
Small World,44,48,1,31.81
Small World,44,49,2,32.218
Small World,44,50,4,30.292
Small World,44,51,4,29.534
Small World,44,52,4,29.32
Small World,44,53,7,29.584
Small World,44,54,7,31.03
Small World,44,55,2,32.542
Small World,44,56,5,31.74
Small World,44,57,2,30.054
Small World,44,58,3,30.716
Small World,44,59,2,30.832
Small World,44,60,5,31.028
Small World,44,61,7,30.184
Small World,44,62,5,29.656
Small World,44,63,3,29.968
Small World,44,64,5,30.316
Small World,44,65,5,29.934
Small World,44,66,5,30.222
Small World,44,67,2,32.552
Small World,44,68,1,32.244
Small World,44,69,5,32.294
Small World,44,70,4,31.066
Small World,44,71,4,30.226
Small World,44,72,7,29.282
Small World,44,73,4,31.054
Small World,44,74,2,31.772
Small World,44,75,3,30.182
Small World,44,76,5,29.472
Small World,44,77,2,28.674
Small World,44,78,7,29.414
Small World,44,79,7,29.71
Small World,45,0,4,30.692
Small World,45,1,4,31.594
Small World,45,2,4,30.292
Small World,45,3,4,32.428
Small World,45,4,4,31.7
Small World,45,5,6,29.862
Small World,45,6,6,31.628
Small World,45,7,3,29.642
Small World,45,8,3,31.936
Small World,45,9,4,32.036
Small World,45,10,4,29.478
Small World,45,11,3,29.638
Small World,45,12,6,30.242
Small World,45,13,4,31.494
Small World,45,14,4,30.634
Small World,45,15,3,30.232
Small World,45,16,2,30.056
Small World,45,17,5,31.218
Small World,45,18,6,30.414
Small World,45,19,7,28.556
Small World,45,20,5,31.21
Small World,45,21,5,30.512
Small World,45,22,4,32.302
Small World,45,23,5,30.754
Small World,45,24,4,28.786
Small World,45,25,0,33.038
Small World,45,26,3,32.928
Small World,45,27,5,31.302
Small World,45,28,3,32.686
Small World,45,29,4,32.95
Small World,45,30,5,32.378
Small World,45,31,3,33.088
Small World,45,32,7,32.08
Small World,45,33,5,32.302
Small World,45,34,2,32.44
Small World,45,35,2,31.916
Small World,45,36,4,31.678
Small World,45,37,4,32.486
Small World,45,38,4,29.688
Small World,45,39,7,29.552
Small World,45,40,5,29.058
Small World,45,41,2,31.11
Small World,45,42,4,30.138
Small World,45,43,5,30.406
Small World,45,44,6,30.424
Small World,45,45,3,28.912
Small World,45,46,4,30.818
Small World,45,47,3,29.61
Small World,45,48,6,29.23
Small World,45,49,3,29.638
Small World,45,50,4,29.326
Small World,45,51,3,31.458
Small World,45,52,3,30.396
Small World,45,53,7,29.71
Small World,45,54,4,28.964
Small World,45,55,2,32.508
Small World,45,56,5,30.128
Small World,45,57,5,32.264
Small World,45,58,5,28.672
Small World,45,59,1,32.49
Small World,45,60,2,35.076
Small World,45,61,6,30.626
Small World,45,62,3,29.104
Small World,45,63,4,30.824
Small World,45,64,4,29.312
Small World,45,65,2,31.708
Small World,45,66,6,31.222
Small World,45,67,6,28.424
Small World,45,68,4,30.984
Small World,45,69,1,34.47
Small World,45,70,3,32.27
Small World,45,71,4,31.104
Small World,45,72,7,30.29
Small World,45,73,4,32.872
Small World,45,74,4,32.588
Small World,45,75,3,34.892
Small World,45,76,3,31.844
Small World,45,77,2,30.948
Small World,45,78,2,35.106
Small World,45,79,3,33.034
Small World,46,0,4,30.776
Small World,46,1,2,30.552
Small World,46,2,5,31.412
Small World,46,3,6,30.634
Small World,46,4,5,29.42
Small World,46,5,1,29.872
Small World,46,6,5,31.234
Small World,46,7,4,30.678
Small World,46,8,4,30.092
Small World,46,9,5,30.448
Small World,46,10,5,31.772
Small World,46,11,4,30.406
Small World,46,12,6,31.046
Small World,46,13,4,29.74
Small World,46,14,6,30.338
Small World,46,15,0,36.908
Small World,46,16,2,32.446
Small World,46,17,6,31.102
